autocorrelation,IMC2,MCC,correlation,IDM,entropy,diff_entropy,IMC1,variance,sum_entropy,contrast,sum_average,ASM
0.03345383035594989,0.2251981270407517,0.3100649977125578,0.31127911395825963,0.3677175476658803,0.4911257334392788,0.4987424470202862,0.6678349321442292,1.2258345309276577,1.2999513785514019,1.3277572437180556,1.3589619115142295,1.3801412951425567
