autocorrelation,MCC,correlation,IMC2,entropy,diff_entropy,IDM,IMC1,variance,sum_entropy,sum_average,ASM,contrast
0.02585978617773688,0.2512090027862218,0.25200045139933686,0.25914497434231004,0.34380807869270424,0.3526695469995861,0.39804973439064917,0.6802882220651221,0.7438326453048139,0.8029510509384663,1.189276182983312,1.2322322911326946,1.7156363106780639
