autocorrelation,IMC2,MCC,entropy,IDM,diff_entropy,correlation,variance,IMC1,sum_entropy,sum_average,ASM,contrast
0.065723760493203,0.2561578830327477,0.2930353547918552,0.48801763008256854,0.556215321085768,0.5684078923326115,0.6176915377995162,0.7397438038110304,0.8870667309629912,0.9224979826661899,1.17703616714633,1.283647568649462,1.3464271880893137
