autocorrelation,diff_entropy,entropy,correlation,IDM,MCC,IMC2,variance,sum_entropy,IMC1,sum_average,ASM,contrast
0.02655748110239197,0.2670936077279709,0.29255630010377115,0.3350299735404689,0.3899951469051687,0.46940744498089276,0.5799199666786449,0.6162783120549766,0.7178333663671187,0.7350849513480232,1.0986147692417372,1.3629563994266298,1.9705377942716562
