autocorrelation,sum_entropy,MCC,variance,IDM,entropy,IMC2,diff_entropy,sum_average,IMC1,correlation,ASM,contrast
0.003799427702673501,0.12592039847108422,0.3065630925871473,0.3870879274772282,0.387200746219,0.4089399292839122,0.4129289220552905,0.5586663823241282,0.571842920333243,0.7061993787798824,0.9070081555401903,1.4447812320465379,1.9622454143826396
