autocorrelation,entropy,IMC2,diff_entropy,correlation,variance,IDM,sum_entropy,MCC,IMC1,sum_average,contrast,ASM
0.02865430391260338,0.24465766566768504,0.2720453253832663,0.40886001497197183,0.45491308602768515,0.6102569098404077,0.659365975561863,0.6660575861083793,0.6890289652825476,0.7965188051078653,0.9344419226110637,1.5317987072247818,1.5487280505155196
