autocorrelation,entropy,diff_entropy,MCC,IMC2,correlation,sum_average,IMC1,IDM,variance,sum_entropy,ASM,contrast
0.011569484414695158,0.19451813679178928,0.25353891747171825,0.2868853427273087,0.4036519118935891,0.7243027311161631,0.7770337262183858,1.0203413083914896,1.1300833488835003,1.1324631496368147,1.310688331267668,1.3243984229020254,1.8078854079129023
