autocorrelation,entropy,diff_entropy,correlation,MCC,IDM,IMC2,variance,sum_entropy,ASM,IMC1,sum_average,contrast
0.024357154749826068,0.1778918347691489,0.19402618330272975,0.37831462974541774,0.5640901169543076,0.5802067363174772,0.6642340045986392,0.7910018109304153,0.9023977097043638,0.9411298339885938,1.0395119073154822,1.0936809869232103,1.966458131248742
