autocorrelation,IDM,entropy,MCC,diff_entropy,IMC2,IMC1,sum_average,correlation,sum_entropy,variance,ASM,contrast
0.004048097639113253,0.23321068280756552,0.348601075409237,0.36350226799010477,0.5058503896640419,0.5437769153311454,0.5626019615066541,0.8402307014109185,0.8806099190582204,1.185416073943835,1.394625133134911,1.9197120321505068,1.9924234759984045
