autocorrelation,correlation,MCC,entropy,IMC2,diff_entropy,sum_entropy,variance,IDM,IMC1,sum_average,ASM,contrast
0.037990896665055965,0.1560871272840545,0.22084574271087032,0.40502190519163106,0.4409086194833195,0.4473618478343997,0.5488639566459825,0.5516641631362387,0.5680606305829967,0.9586462686873592,1.2473041315739788,1.6605987466501042,1.7740678365533187
