autocorrelation,MCC,entropy,correlation,diff_entropy,IDM,IMC2,sum_entropy,variance,IMC1,sum_average,ASM,contrast
0.015173234170703525,0.18865872888376686,0.2106198370990323,0.21303049779872055,0.21382901722852338,0.28991909546446815,0.4303334797289503,0.5472232939030922,0.5669550976837092,0.7332358466375789,1.32860958824376,1.683247616418146,1.8200351555362566
