autocorrelation,MCC,correlation,IMC2,entropy,diff_entropy,IDM,variance,sum_entropy,IMC1,sum_average,ASM,contrast
0.1399737599982912,0.15061999820913136,0.34308390932240096,0.5859248726231044,0.6623390937327854,0.7102614236906386,0.7219528083270907,0.8361356491679084,0.8727787256215914,1.179633901728157,1.1806424012461354,1.5564937589019352,1.6772971062766748
