autocorrelation,IDM,entropy,diff_entropy,MCC,IMC2,sum_average,IMC1,correlation,sum_entropy,variance,ASM,contrast
0.0019523895583075921,0.2504429937282543,0.2634256192602745,0.4177125954127655,0.4312661933843748,0.6206015283841638,0.6904264348500884,0.799851160322208,0.8733200584720935,1.2468399793597817,1.4423255759710296,1.8893642842995493,1.9930998273046465
