autocorrelation,MCC,correlation,IMC2,IDM,entropy,diff_entropy,variance,sum_entropy,IMC1,sum_average,ASM,contrast
0.03261873018228108,0.2132251927318573,0.31858323618912787,0.32976743500153916,0.41793222694512705,0.44070771928266966,0.478098042408432,0.6109551366045798,0.7189854485636339,0.7663817203989918,1.1103507377432085,1.592779780094844,1.7509770780336482
