autocorrelation,IMC2,correlation,MCC,entropy,diff_entropy,variance,sum_entropy,IMC1,IDM,contrast,sum_average,ASM
0.014502195250074922,0.14874442819551553,0.1877494452001534,0.28160666904044146,0.3611538559818138,0.4372606223868043,0.742784254022235,0.7615878625128567,0.8225524557163294,0.8363907867260079,1.1639950872919889,1.33914205815478,1.9587652054354272
