autocorrelation,entropy,IDM,diff_entropy,sum_entropy,MCC,sum_average,IMC2,IMC1,variance,correlation,ASM,contrast
0.002583153896701179,0.263518982358374,0.36012858801892444,0.42025067461319465,0.42570920478608665,0.42716729291691996,0.4284502456048106,0.4471972110558951,0.6919221627200745,0.780034181002146,0.9793121081759587,1.2102965269797643,1.9848614624165175
