autocorrelation,MCC,entropy,diff_entropy,IMC2,correlation,sum_average,variance,IDM,IMC1,sum_entropy,ASM,contrast
0.007610034175290554,0.24168057158094344,0.2716592418325576,0.3518543556012941,0.42117179204260896,0.4958887206577269,0.8054541126869237,1.0328903164582042,1.0634886426957952,1.10245430753288,1.1608208315454378,1.1833821503696569,1.6688779145844477
