autocorrelation,IMC2,entropy,diff_entropy,MCC,IDM,correlation,IMC1,variance,ASM,sum_entropy,sum_average,contrast
0.04671211706744708,0.2642192376194595,0.34081030949239144,0.3463408268894177,0.35475057143471683,0.39004436729075304,0.4844123711476631,0.6311563847622539,1.0382386334238518,1.0676446361082281,1.171962622024853,1.2916513823381583,1.7607732928165896
