autocorrelation,sum_entropy,IMC2,entropy,variance,IDM,sum_average,diff_entropy,MCC,correlation,IMC1,ASM,contrast
0.006496209360209836,0.20206531857201493,0.2721112963796877,0.38983727061515727,0.45470917673205313,0.49436215178318355,0.5304897124705759,0.612132380500789,0.6416518111730155,0.8458505628215229,0.8653084792771206,1.3491285489145828,1.8887737036921046
