autocorrelation,sum_entropy,MCC,variance,IMC2,entropy,diff_entropy,sum_average,IDM,correlation,IMC1,ASM,contrast
0.015984612249642753,0.24317291479436565,0.2788649582011541,0.3082638150497772,0.4112677587609176,0.47682638491968954,0.6159244189456148,0.6358904338268992,0.7078294524626602,0.8934577951772918,1.141269984452983,1.152724455022361,1.9530194126781453
