autocorrelation,MCC,correlation,IMC2,entropy,diff_entropy,variance,IDM,sum_entropy,IMC1,sum_average,contrast,ASM
0.04164809967614781,0.12499445138403001,0.31316177255917216,0.31479258714603764,0.45910248020992717,0.560628477519708,0.5918109845166875,0.6456457547247012,0.670305211173287,1.0362659137303734,1.069496361991544,1.375305751293527,1.5459991059743043
