autocorrelation,entropy,diff_entropy,MCC,correlation,IMC2,variance,sum_entropy,ASM,sum_average,IDM,IMC1,contrast
0.015507632968642163,0.16470820903098607,0.23737438490639365,0.3164640670025134,0.46702475000266236,0.5741387415911127,0.6805346545910259,0.6967813014077265,0.7051223909229049,0.9419608792731924,0.9997341454075196,1.2655022098149489,1.8834722257268166
