autocorrelation,IMC2,entropy,IMC1,diff_entropy,MCC,IDM,correlation,sum_average,sum_entropy,variance,contrast,ASM
0.007899294142742402,0.19493227344455918,0.4391280947648566,0.5732275065923891,0.6840205321211685,0.7426974561438688,0.7788685439270614,0.8516517764504263,0.8655280797717823,1.0564151745242503,1.2829504960109097,1.9596389310086495,1.9843475065046183
