autocorrelation,entropy,IMC2,IDM,diff_entropy,sum_average,IMC1,MCC,correlation,sum_entropy,variance,ASM,contrast
0.00920134958148432,0.2948796643892927,0.31842889866701396,0.46317394597933526,0.5367555225950054,0.582485925098453,0.6622909004107134,0.8062465292972745,0.8274625983443293,1.1377752079459231,1.3453629928803919,1.9590269368090927,1.9629712995836939
