autocorrelation,IMC2,entropy,diff_entropy,MCC,correlation,sum_average,IMC1,IDM,variance,ASM,sum_entropy,contrast
0.014596556131339823,0.23388766948661152,0.28625361451970677,0.44174398562417966,0.52134882646987,0.5484134790396783,0.7808685449776819,0.8121398612132201,0.9160430193100618,0.9755194417042183,1.0303560619180925,1.1163804143971494,1.2824005768122662
