autocorrelation,IMC2,correlation,entropy,MCC,diff_entropy,sum_entropy,variance,IMC1,IDM,sum_average,contrast,ASM
0.008695505052111169,0.1570032527250041,0.2177302333711082,0.29068457617369814,0.2925037751608702,0.3789732480423045,0.536078533764783,0.5606225940903165,0.5955468031546521,0.7837276824932085,1.3365039226554203,1.4688715329029496,1.9650865688990828
