autocorrelation,correlation,MCC,IMC2,IDM,diff_entropy,entropy,IMC1,variance,sum_entropy,sum_average,contrast,ASM
0.022623509009649243,0.1799774192409953,0.23337084958988163,0.2720120851688444,0.31851364438883567,0.33881233272054645,0.3407188204198447,0.5652888580436997,0.8377557762411851,0.8510712953025535,1.3628499707547368,1.6143763803933888,1.8436290156564892
