autocorrelation,MCC,entropy,diff_entropy,sum_entropy,sum_average,IDM,variance,IMC2,correlation,IMC1,ASM,contrast
0.001853502432762796,0.1499184449700549,0.2554219561145237,0.3142035213996799,0.34376254276018814,0.3793867187100657,0.5548521478469558,0.684448395783523,0.7715061419832239,0.9101288404451541,1.0224516040091634,1.2293517815828037,1.997172608838667
