autocorrelation,MCC,entropy,sum_entropy,diff_entropy,sum_average,IDM,variance,IMC2,correlation,IMC1,ASM,contrast
0.00259152903405295,0.1373855806086441,0.29533681249402877,0.3187718566213117,0.356697821549723,0.4456174259933336,0.47883060942258565,0.659660661619645,0.7385850039864197,0.8989714475608728,0.9043795584175334,1.3302893994809755,1.9970504251741028
