autocorrelation,MCC,IMC2,correlation,entropy,diff_entropy,IDM,contrast,IMC1,variance,sum_entropy,sum_average,ASM
0.01917860637333234,0.17691908806846393,0.2276869651202266,0.24064564056298876,0.4491700589074205,0.5276523027437345,0.6152811811306789,0.900618921120756,0.9559830263228317,1.0451013924145915,1.1181097804451094,1.292674909032119,1.403660834318794
