autocorrelation,diff_entropy,MCC,entropy,correlation,IMC2,sum_average,IDM,IMC1,variance,ASM,sum_entropy,contrast
0.020254207210635193,0.14108249918709234,0.16343167236781728,0.19956094154763657,0.6564042959850016,0.683894635733036,0.7718603718644965,1.238296813037212,1.286480126458355,1.3672796410127899,1.3797420347905607,1.4893017572187004,1.9422522877116881
