autocorrelation,correlation,IMC2,MCC,IDM,diff_entropy,entropy,IMC1,variance,sum_entropy,sum_average,contrast,ASM
0.036461130348883125,0.25196696275073366,0.28400367522797937,0.348667286582953,0.43905574999838826,0.49438091002785634,0.5095855777200886,0.735300474020933,1.0893854527743074,1.1516642456070327,1.2668898496261756,1.304707012616437,1.3076447741222896
