autocorrelation,sum_entropy,IMC2,variance,entropy,MCC,sum_average,IDM,diff_entropy,correlation,IMC1,ASM,contrast
0.014504122226150516,0.21441075369156426,0.3049026552590963,0.37904974003989456,0.47023214653090867,0.5841590959899281,0.6323085188955587,0.6782121642947879,0.6834865728700538,0.8833489504595897,1.1249794274539804,1.2369616969959165,1.8802762799320676
