autocorrelation,correlation,MCC,IMC2,entropy,diff_entropy,variance,sum_entropy,IDM,IMC1,contrast,sum_average,ASM
0.07544757974407357,0.19091848979381024,0.22290798204523327,0.3950626475186556,0.4883194412163881,0.5523691824973629,0.6199208946206618,0.6490594639703826,0.7563457595784809,0.9950282112779494,1.145847711470818,1.324768600210514,1.7794508328532261
