autocorrelation,entropy,sum_entropy,MCC,diff_entropy,sum_average,IMC2,IDM,variance,IMC1,correlation,ASM,contrast
0.005311797773809065,0.2568947653030428,0.3563092977571587,0.3947941035305833,0.4112864999918818,0.4432086663598444,0.4518302078287531,0.5309735890292921,0.724257684922908,0.8920890781734234,1.0474593905379148,1.0990709103656482,1.984421321396245
