autocorrelation,correlation,MCC,IDM,entropy,diff_entropy,IMC2,variance,sum_entropy,IMC1,sum_average,ASM,contrast
0.12178947059720516,0.3015156100406413,0.3765871536165982,0.5741530722390833,0.6015820830496443,0.6225361108642292,0.6263960334631835,0.893721612552902,0.9392826101038693,1.0118022375377438,1.1424426336205142,1.5442829393733328,1.9151285971528882
