IMC1,autocorrelation,ASM,IDM,MCC,correlation,entropy,diff_entropy,IMC2,sum_average,contrast,variance,sum_entropy
0.0007561680192847168,0.02374822575287905,0.0745690374633674,0.22040654205617546,0.25058216816508505,0.3134374923075015,1.0891919041461855,1.6058513300178991,2.469019157105124,141.28128382272635,895.2311403948075,1598.9406434322852,7029.832198962941
