IMC1,autocorrelation,ASM,IDM,MCC,correlation,entropy,diff_entropy,IMC2,sum_average,contrast,variance,sum_entropy
0.0006060615993198387,0.025866285761561275,0.15945180902498152,0.16146182730124392,0.21240877282230552,0.2790866930676164,1.7384163668476138,2.003628080062428,2.0676948994394824,142.45115940956114,934.6787490028045,1346.074590629809,5973.0088959397945
