IMC1,autocorrelation,MCC,correlation,IDM,ASM,IMC2,entropy,diff_entropy,sum_average,contrast,variance,sum_entropy
0.0015841775820621719,0.09908066293516768,0.17980882288062638,0.2524672953980181,0.262551832278697,0.32091460225405877,1.9022666718721217,2.932438292130438,3.869843425598426,136.42808771675334,705.0167911829157,1766.604084217047,7148.065748648343
